#       x           y           z
#      pc          pc          pc
0.001023	0.002159	-0.000341
0.001023	0.002159	-0.000265
0.001023	0.002159	-0.000189
0.001023	0.002159	-0.000114
0.001023	0.002159	-0.000038
0.001023	0.002159	0.000038
0.001023	0.002159	0.000114
0.001023	0.002159	0.000189
0.001023	0.002159	0.000265
0.001023	0.002159	0.000341
0.001023	0.002159	0.000417
0.001023	0.002159	0.000492
0.001023	0.002235	-0.000492
0.001023	0.002235	-0.000417
0.001023	0.002235	-0.000341
0.001023	0.002235	-0.000265
0.001023	0.002235	-0.000189
0.001023	0.002235	-0.000114
0.001023	0.002235	-0.000038
0.001023	0.002235	0.000038
0.001023	0.002235	0.000114
0.001023	0.002235	0.000189
0.001023	0.002235	0.000265
0.001023	0.002235	0.000341
0.001023	0.002235	0.000417
0.001023	0.002235	0.000492
0.001023	0.002310	-0.000492
0.001023	0.002310	-0.000417
0.001023	0.002310	-0.000341
0.001023	0.002310	-0.000265
0.001023	0.002310	-0.000189
0.001023	0.002310	-0.000114
0.001023	0.002310	-0.000038
0.001023	0.002310	0.000038
0.001023	0.002310	0.000114
0.001023	0.002310	0.000189
0.001023	0.002310	0.000265
0.001023	0.002310	0.000341
0.001023	0.002310	0.000417
0.001023	0.002310	0.000492
0.001023	0.002386	-0.000492
0.001023	0.002386	-0.000417
0.001023	0.002386	-0.000341
0.001023	0.002386	-0.000265
0.001023	0.002386	-0.000189
0.001023	0.002386	-0.000114
0.001023	0.002386	-0.000038
0.001023	0.002386	0.000038
0.001023	0.002386	0.000114
0.001023	0.002386	0.000189
0.001023	0.002386	0.000265
0.001023	0.002386	0.000341
0.001023	0.002386	0.000417
0.001023	0.002386	0.000492
0.001098	-0.002386	-0.000492
0.001098	-0.002386	-0.000417
0.001098	-0.002386	-0.000341
0.001098	-0.002386	-0.000265
0.001098	-0.002386	-0.000189
0.001098	-0.002386	-0.000114
0.001098	-0.002386	-0.000038
0.001098	-0.002386	0.000038
0.001098	-0.002386	0.000114
0.001098	-0.002386	0.000189
0.001098	-0.002386	0.000265
0.001098	-0.002386	0.000341
0.001098	-0.002386	0.000417
0.001098	-0.002386	0.000492
0.001098	-0.002310	-0.000492
0.001098	-0.002310	-0.000417
0.001098	-0.002310	-0.000341
0.001098	-0.002310	-0.000265
0.001098	-0.002310	-0.000189
0.001098	-0.002310	-0.000114
0.001098	-0.002310	-0.000038
0.001098	-0.002310	0.000038
0.001098	-0.002310	0.000114
0.001098	-0.002310	0.000189
0.001098	-0.002310	0.000265
0.001098	-0.002310	0.000341
0.001098	-0.002310	0.000417
0.001098	-0.002310	0.000492
0.001098	-0.002235	-0.000492
0.001098	-0.002235	-0.000417
0.001098	-0.002235	-0.000341
0.001098	-0.002235	-0.000265
0.001098	-0.002235	-0.000189
0.001098	-0.002235	-0.000114
0.001098	-0.002235	-0.000038
0.001098	-0.002235	0.000038
0.001098	-0.002235	0.000114
0.001098	-0.002235	0.000189
0.001098	-0.002235	0.000265
0.001098	-0.002235	0.000341
0.001098	-0.002235	0.000417
0.001098	-0.002235	0.000492
0.001098	-0.002159	-0.000492
0.001098	-0.002159	-0.000417
0.001098	-0.002159	-0.000341
0.001098	-0.002159	-0.000265
0.001098	-0.002159	-0.000189
0.001098	-0.002159	-0.000114
0.001098	-0.002159	-0.000038
0.001098	-0.002159	0.000038
0.001098	-0.002159	0.000114
0.001098	-0.002159	0.000189
0.001098	-0.002159	0.000265
0.001098	-0.002159	0.000341
0.001098	-0.002159	0.000417
0.001098	-0.002159	0.000492
0.001098	-0.002083	-0.000492
0.001098	-0.002083	-0.000417
0.001098	-0.002083	-0.000341
0.001098	-0.002083	-0.000265
0.001098	-0.002083	-0.000189
0.001098	-0.002083	-0.000114
0.001098	-0.002083	-0.000038
0.001098	-0.002083	0.000038
0.001098	-0.002083	0.000114
0.001098	-0.002083	0.000189
0.001098	-0.002083	0.000265
0.001098	-0.002083	0.000341
0.001098	-0.002083	0.000417
0.001098	-0.002083	0.000492
0.001098	-0.002007	-0.000492
0.001098	-0.002007	-0.000417
0.001098	-0.002007	-0.000341
0.001098	-0.002007	-0.000265
0.001098	-0.002007	-0.000189
0.001098	-0.002007	-0.000114
0.001098	-0.002007	-0.000038
0.001098	-0.002007	0.000038
0.001098	-0.002007	0.000114
0.001098	-0.002007	0.000189
0.001098	-0.002007	0.000265
0.001098	-0.002007	0.000341
0.001098	-0.002007	0.000417
0.001098	-0.002007	0.000492
0.001098	-0.001932	-0.000492
0.001098	-0.001932	-0.000417
0.001098	-0.001932	-0.000341
0.001098	-0.001932	-0.000265
0.001098	-0.001932	-0.000189
0.001098	-0.001932	-0.000114
0.001098	-0.001932	-0.000038
0.001098	-0.001932	0.000038
0.001098	-0.001932	0.000114
0.001098	-0.001932	0.000189
0.001098	-0.001932	0.000265
0.001098	-0.001932	0.000341
0.001098	-0.001932	0.000417
0.001098	-0.001932	0.000492
0.001098	-0.001856	-0.000492
0.001098	-0.001856	-0.000417
0.001098	-0.001856	-0.000341
0.001098	-0.001856	-0.000265
0.001098	-0.001856	-0.000189
0.001098	-0.001856	-0.000114
0.001098	-0.001856	-0.000038
0.001098	-0.001856	0.000038
0.001098	-0.001856	0.000114
0.001098	-0.001856	0.000189
0.001098	-0.001856	0.000265
0.001098	-0.001856	0.000341
0.001098	-0.001856	0.000417
0.001098	-0.001856	0.000492
0.001098	-0.001780	-0.000492
0.001098	-0.001780	-0.000417
0.001098	-0.001780	-0.000341
0.001098	-0.001780	-0.000265
0.001098	-0.001780	-0.000189
0.001098	-0.001780	-0.000114
0.001098	-0.001780	-0.000038
0.001098	-0.001780	0.000038
0.001098	-0.001780	0.000114
0.001098	-0.001780	0.000189
0.001098	-0.001780	0.000265
0.001098	-0.001780	0.000341
0.001098	-0.001780	0.000417
0.001098	-0.001780	0.000492
0.001098	-0.001704	-0.000492
0.001098	-0.001704	-0.000417
0.001098	-0.001704	-0.000341
0.001098	-0.001704	-0.000265
0.001098	-0.001704	-0.000189
0.001098	-0.001704	-0.000114
0.001098	-0.001704	-0.000038
0.001098	-0.001704	0.000038
0.001098	-0.001704	0.000114
0.001098	-0.001704	0.000189
0.001098	-0.001704	0.000265
0.001098	-0.001704	0.000341
0.001098	-0.001704	0.000417
0.001098	-0.001704	0.000492
0.001098	-0.001629	-0.000492
0.001098	-0.001629	-0.000417
0.001098	-0.001629	-0.000341
0.001098	-0.001629	-0.000265
0.001098	-0.001629	-0.000189
0.001098	-0.001629	-0.000114
0.001098	-0.001629	-0.000038
0.001098	-0.001629	0.000038
0.001098	-0.001629	0.000114
0.001098	-0.001629	0.000189
0.001098	-0.001629	0.000265
0.001098	-0.001629	0.000341
0.001098	-0.001629	0.000417
0.001098	-0.001629	0.000492
0.001098	-0.001553	-0.000492
0.001098	-0.001553	-0.000417
0.001098	-0.001553	-0.000341
0.001098	-0.001553	-0.000265
0.001098	-0.001553	-0.000189
0.001098	-0.001553	-0.000114
0.001098	-0.001553	-0.000038
0.001098	-0.001553	0.000038
0.001098	-0.001553	0.000114
0.001098	-0.001553	0.000189
0.001098	-0.001553	0.000265
0.001098	-0.001553	0.000341
0.001098	-0.001553	0.000417
0.001098	-0.001553	0.000492
0.001098	-0.001477	-0.000492
0.001098	-0.001477	-0.000417
0.001098	-0.001477	-0.000341
0.001098	-0.001477	-0.000265
0.001098	-0.001477	-0.000189
0.001098	-0.001477	-0.000114
0.001098	-0.001477	-0.000038
0.001098	-0.001477	0.000038
0.001098	-0.001477	0.000114
0.001098	-0.001477	0.000189
0.001098	-0.001477	0.000265
0.001098	-0.001477	0.000341
0.001098	-0.001477	0.000417
0.001098	-0.001477	0.000492
0.001098	-0.001401	-0.000492
0.001098	-0.001401	-0.000417
0.001098	-0.001401	-0.000341
0.001098	-0.001401	-0.000265
0.001098	-0.001401	-0.000189
0.001098	-0.001401	-0.000114
0.001098	-0.001401	-0.000038
0.001098	-0.001401	0.000038
0.001098	-0.001401	0.000114
0.001098	-0.001401	0.000189
0.001098	-0.001401	0.000265
0.001098	-0.001401	0.000341
0.001098	-0.001401	0.000417
0.001098	-0.001401	0.000492
0.001098	-0.001326	-0.000492
0.001098	-0.001326	-0.000417
0.001098	-0.001326	-0.000341
0.001098	-0.001326	-0.000265
0.001098	-0.001326	-0.000189
0.001098	-0.001326	-0.000114
0.001098	-0.001326	-0.000038
0.001098	-0.001326	0.000038
0.001098	-0.001326	0.000114
0.001098	-0.001326	0.000189
0.001098	-0.001326	0.000265
0.001098	-0.001326	0.000341
0.001098	-0.001326	0.000417
0.001098	-0.001326	0.000492
0.001098	-0.001250	-0.000492
0.001098	-0.001250	-0.000417
0.001098	-0.001250	-0.000341
0.001098	-0.001250	-0.000265
0.001098	-0.001250	-0.000189
0.001098	-0.001250	-0.000114
0.001098	-0.001250	-0.000038
0.001098	-0.001250	0.000038
0.001098	-0.001250	0.000114
0.001098	-0.001250	0.000189
0.001098	-0.001250	0.000265
0.001098	-0.001250	0.000341
0.001098	-0.001250	0.000417
0.001098	-0.001250	0.000492
0.001098	-0.001174	-0.000492
0.001098	-0.001174	-0.000417
0.001098	-0.001174	-0.000341
0.001098	-0.001174	-0.000265
0.001098	-0.001174	-0.000189
0.001098	-0.001174	-0.000114
0.001098	-0.001174	-0.000038
0.001098	-0.001174	0.000038
0.001098	-0.001174	0.000114
0.001098	-0.001174	0.000189
0.001098	-0.001174	0.000265
0.001098	-0.001174	0.000341
0.001098	-0.001174	0.000417
0.001098	-0.001174	0.000492
0.001098	-0.001098	-0.000492
0.001098	-0.001098	-0.000417
0.001098	-0.001098	-0.000341
0.001098	-0.001098	-0.000265
0.001098	-0.001098	-0.000189
0.001098	-0.001098	-0.000114
0.001098	-0.001098	-0.000038
0.001098	-0.001098	0.000038
0.001098	-0.001098	0.000114
0.001098	-0.001098	0.000189
0.001098	-0.001098	0.000265
0.001098	-0.001098	0.000341
0.001098	-0.001098	0.000417
0.001098	-0.001098	0.000492
0.001098	-0.001023	-0.000492
0.001098	-0.001023	-0.000417
0.001098	-0.001023	-0.000341
0.001098	-0.001023	-0.000265
0.001098	-0.001023	-0.000189
0.001098	-0.001023	-0.000114
0.001098	-0.001023	-0.000038
0.001098	-0.001023	0.000038
0.001098	-0.001023	0.000114
0.001098	-0.001023	0.000189
0.001098	-0.001023	0.000265
0.001098	-0.001023	0.000341
0.001098	-0.001023	0.000417
0.001098	-0.001023	0.000492
0.001098	-0.000947	-0.000492
0.001098	-0.000947	-0.000417
0.001098	-0.000947	-0.000341
0.001098	-0.000947	-0.000265
0.001098	-0.000947	-0.000189
0.001098	-0.000947	-0.000114
0.001098	-0.000947	-0.000038
0.001098	-0.000947	0.000038
0.001098	-0.000947	0.000114
0.001098	-0.000947	0.000189
0.001098	-0.000947	0.000265
0.001098	-0.000947	0.000341
0.001098	-0.000947	0.000417
0.001098	-0.000947	0.000492
0.001098	-0.000871	-0.000492
0.001098	-0.000871	-0.000417
0.001098	-0.000871	-0.000341
0.001098	-0.000871	-0.000265
0.001098	-0.000871	-0.000189
0.001098	-0.000871	-0.000114
0.001098	-0.000871	-0.000038
0.001098	-0.000871	0.000038
0.001098	-0.000871	0.000114
0.001098	-0.000871	0.000189
0.001098	-0.000871	0.000265
0.001098	-0.000871	0.000341
0.001098	-0.000871	0.000417
0.001098	-0.000871	0.000492
0.001098	-0.000795	-0.000492
0.001098	-0.000795	-0.000417
0.001098	-0.000795	-0.000341
0.001098	-0.000795	-0.000265
0.001098	-0.000795	-0.000189
0.001098	-0.000795	-0.000114
0.001098	-0.000795	-0.000038
0.001098	-0.000795	0.000038
0.001098	-0.000795	0.000114
0.001098	-0.000795	0.000189
0.001098	-0.000795	0.000265
0.001098	-0.000795	0.000341
0.001098	-0.000795	0.000417
0.001098	-0.000795	0.000492
0.001098	-0.000720	-0.000492
0.001098	-0.000720	-0.000417
0.001098	-0.000720	-0.000341
0.001098	-0.000720	-0.000265
0.001098	-0.000720	-0.000189
0.001098	-0.000720	-0.000114
0.001098	-0.000720	-0.000038
0.001098	-0.000720	0.000038
0.001098	-0.000720	0.000114
0.001098	-0.000720	0.000189
0.001098	-0.000720	0.000265
0.001098	-0.000720	0.000341
0.001098	-0.000720	0.000417
0.001098	-0.000720	0.000492
0.001098	-0.000644	-0.000492
0.001098	-0.000644	-0.000417
0.001098	-0.000644	-0.000341
0.001098	-0.000644	-0.000265
0.001098	-0.000644	-0.000189
0.001098	-0.000644	-0.000114
0.001098	-0.000644	-0.000038
0.001098	-0.000644	0.000038
0.001098	-0.000644	0.000114
0.001098	-0.000644	0.000189
0.001098	-0.000644	0.000265
0.001098	-0.000644	0.000341
0.001098	-0.000644	0.000417
0.001098	-0.000644	0.000492
0.001098	-0.000568	-0.000492
0.001098	-0.000568	-0.000417
0.001098	-0.000568	-0.000341
0.001098	-0.000568	-0.000265
0.001098	-0.000568	-0.000189
0.001098	-0.000568	-0.000114
0.001098	-0.000568	-0.000038
0.001098	-0.000568	0.000038
0.001098	-0.000568	0.000114
0.001098	-0.000568	0.000189
0.001098	-0.000568	0.000265
0.001098	-0.000568	0.000341
0.001098	-0.000568	0.000417
0.001098	-0.000568	0.000492
0.001098	-0.000492	-0.000492
0.001098	-0.000492	-0.000417
0.001098	-0.000492	-0.000341
0.001098	-0.000492	-0.000265
0.001098	-0.000492	-0.000189
0.001098	-0.000492	-0.000114
0.001098	-0.000492	-0.000038
0.001098	-0.000492	0.000038
0.001098	-0.000492	0.000114
0.001098	-0.000492	0.000189
0.001098	-0.000492	0.000265
0.001098	-0.000492	0.000341
0.001098	-0.000492	0.000417
0.001098	-0.000492	0.000492
0.001098	-0.000417	-0.000492
0.001098	-0.000417	-0.000417
0.001098	-0.000417	-0.000341
0.001098	-0.000417	-0.000265
0.001098	-0.000417	-0.000189
0.001098	-0.000417	-0.000114
0.001098	-0.000417	-0.000038
0.001098	-0.000417	0.000038
0.001098	-0.000417	0.000114
0.001098	-0.000417	0.000189
0.001098	-0.000417	0.000265
0.001098	-0.000417	0.000341
0.001098	-0.000417	0.000417
0.001098	-0.000417	0.000492
0.001098	-0.000341	-0.000492
0.001098	-0.000341	-0.000417
0.001098	-0.000341	-0.000341
0.001098	-0.000341	-0.000265
0.001098	-0.000341	-0.000189
0.001098	-0.000341	-0.000114
0.001098	-0.000341	-0.000038
0.001098	-0.000341	0.000038
0.001098	-0.000341	0.000114
0.001098	-0.000341	0.000189
0.001098	-0.000341	0.000265
0.001098	-0.000341	0.000341
0.001098	-0.000341	0.000417
0.001098	-0.000341	0.000492
0.001098	-0.000265	-0.000492
0.001098	-0.000265	-0.000417
0.001098	-0.000265	-0.000341
0.001098	-0.000265	-0.000265
0.001098	-0.000265	-0.000189
0.001098	-0.000265	-0.000114
0.001098	-0.000265	-0.000038
0.001098	-0.000265	0.000038
0.001098	-0.000265	0.000114
0.001098	-0.000265	0.000189
0.001098	-0.000265	0.000265
0.001098	-0.000265	0.000341
0.001098	-0.000265	0.000417
0.001098	-0.000265	0.000492
0.001098	-0.000189	-0.000492
0.001098	-0.000189	-0.000417
0.001098	-0.000189	-0.000341
0.001098	-0.000189	-0.000265
0.001098	-0.000189	-0.000189
0.001098	-0.000189	-0.000114
0.001098	-0.000189	-0.000038
0.001098	-0.000189	0.000038
0.001098	-0.000189	0.000114
0.001098	-0.000189	0.000189
0.001098	-0.000189	0.000265
0.001098	-0.000189	0.000341
0.001098	-0.000189	0.000417
0.001098	-0.000189	0.000492
0.001098	-0.000114	-0.000492
0.001098	-0.000114	-0.000417
0.001098	-0.000114	-0.000341
0.001098	-0.000114	-0.000265
0.001098	-0.000114	-0.000189
0.001098	-0.000114	-0.000114
0.001098	-0.000114	-0.000038
0.001098	-0.000114	0.000038
0.001098	-0.000114	0.000114
0.001098	-0.000114	0.000189
0.001098	-0.000114	0.000265
0.001098	-0.000114	0.000341
0.001098	-0.000114	0.000417
0.001098	-0.000114	0.000492
0.001098	-0.000038	-0.000492
0.001098	-0.000038	-0.000417
0.001098	-0.000038	-0.000341
0.001098	-0.000038	-0.000265
0.001098	-0.000038	-0.000189
0.001098	-0.000038	-0.000114
0.001098	-0.000038	-0.000038
0.001098	-0.000038	0.000038
0.001098	-0.000038	0.000114
0.001098	-0.000038	0.000189
0.001098	-0.000038	0.000265
0.001098	-0.000038	0.000341
0.001098	-0.000038	0.000417
0.001098	-0.000038	0.000492
0.001098	0.000038	-0.000492
0.001098	0.000038	-0.000417
0.001098	0.000038	-0.000341
0.001098	0.000038	-0.000265
0.001098	0.000038	-0.000189
0.001098	0.000038	-0.000114
0.001098	0.000038	-0.000038
0.001098	0.000038	0.000038
0.001098	0.000038	0.000114
0.001098	0.000038	0.000189
0.001098	0.000038	0.000265
0.001098	0.000038	0.000341
0.001098	0.000038	0.000417
0.001098	0.000038	0.000492
0.001098	0.000114	-0.000492
0.001098	0.000114	-0.000417
0.001098	0.000114	-0.000341
0.001098	0.000114	-0.000265
0.001098	0.000114	-0.000189
0.001098	0.000114	-0.000114
0.001098	0.000114	-0.000038
0.001098	0.000114	0.000038
0.001098	0.000114	0.000114
0.001098	0.000114	0.000189
0.001098	0.000114	0.000265
0.001098	0.000114	0.000341
0.001098	0.000114	0.000417
0.001098	0.000114	0.000492
0.001098	0.000189	-0.000492
0.001098	0.000189	-0.000417
0.001098	0.000189	-0.000341
0.001098	0.000189	-0.000265
0.001098	0.000189	-0.000189
0.001098	0.000189	-0.000114
0.001098	0.000189	-0.000038
0.001098	0.000189	0.000038
0.001098	0.000189	0.000114
0.001098	0.000189	0.000189
0.001098	0.000189	0.000265
0.001098	0.000189	0.000341
0.001098	0.000189	0.000417
0.001098	0.000189	0.000492
0.001098	0.000265	-0.000492
0.001098	0.000265	-0.000417
0.001098	0.000265	-0.000341
0.001098	0.000265	-0.000265
0.001098	0.000265	-0.000189
0.001098	0.000265	-0.000114
0.001098	0.000265	-0.000038
0.001098	0.000265	0.000038
0.001098	0.000265	0.000114
0.001098	0.000265	0.000189
0.001098	0.000265	0.000265
0.001098	0.000265	0.000341
0.001098	0.000265	0.000417
0.001098	0.000265	0.000492
0.001098	0.000341	-0.000492
0.001098	0.000341	-0.000417
0.001098	0.000341	-0.000341
0.001098	0.000341	-0.000265
0.001098	0.000341	-0.000189
0.001098	0.000341	-0.000114
0.001098	0.000341	-0.000038
0.001098	0.000341	0.000038
0.001098	0.000341	0.000114
0.001098	0.000341	0.000189
0.001098	0.000341	0.000265
0.001098	0.000341	0.000341
0.001098	0.000341	0.000417
0.001098	0.000341	0.000492
0.001098	0.000417	-0.000492
0.001098	0.000417	-0.000417
0.001098	0.000417	-0.000341
0.001098	0.000417	-0.000265
0.001098	0.000417	-0.000189
0.001098	0.000417	-0.000114
0.001098	0.000417	-0.000038
0.001098	0.000417	0.000038
0.001098	0.000417	0.000114
0.001098	0.000417	0.000189
0.001098	0.000417	0.000265
0.001098	0.000417	0.000341
0.001098	0.000417	0.000417
0.001098	0.000417	0.000492
0.001098	0.000492	-0.000492
0.001098	0.000492	-0.000417
0.001098	0.000492	-0.000341
0.001098	0.000492	-0.000265
0.001098	0.000492	-0.000189
0.001098	0.000492	-0.000114
0.001098	0.000492	-0.000038
0.001098	0.000492	0.000038
0.001098	0.000492	0.000114
0.001098	0.000492	0.000189
0.001098	0.000492	0.000265
0.001098	0.000492	0.000341
0.001098	0.000492	0.000417
0.001098	0.000492	0.000492
0.001098	0.000568	-0.000492
0.001098	0.000568	-0.000417
0.001098	0.000568	-0.000341
0.001098	0.000568	-0.000265
0.001098	0.000568	-0.000189
0.001098	0.000568	-0.000114
0.001098	0.000568	-0.000038
0.001098	0.000568	0.000038
0.001098	0.000568	0.000114
0.001098	0.000568	0.000189
0.001098	0.000568	0.000265
0.001098	0.000568	0.000341
0.001098	0.000568	0.000417
0.001098	0.000568	0.000492
0.001098	0.000644	-0.000492
0.001098	0.000644	-0.000417
0.001098	0.000644	-0.000341
0.001098	0.000644	-0.000265
0.001098	0.000644	-0.000189
0.001098	0.000644	-0.000114
0.001098	0.000644	-0.000038
0.001098	0.000644	0.000038
0.001098	0.000644	0.000114
0.001098	0.000644	0.000189
0.001098	0.000644	0.000265
0.001098	0.000644	0.000341
0.001098	0.000644	0.000417
0.001098	0.000644	0.000492
0.001098	0.000720	-0.000492
0.001098	0.000720	-0.000417
0.001098	0.000720	-0.000341
0.001098	0.000720	-0.000265
0.001098	0.000720	-0.000189
0.001098	0.000720	-0.000114
0.001098	0.000720	-0.000038
0.001098	0.000720	0.000038
0.001098	0.000720	0.000114
0.001098	0.000720	0.000189
0.001098	0.000720	0.000265
0.001098	0.000720	0.000341
0.001098	0.000720	0.000417
0.001098	0.000720	0.000492
0.001098	0.000795	-0.000492
0.001098	0.000795	-0.000417
0.001098	0.000795	-0.000341
0.001098	0.000795	-0.000265
0.001098	0.000795	-0.000189
0.001098	0.000795	-0.000114
0.001098	0.000795	-0.000038
0.001098	0.000795	0.000038
0.001098	0.000795	0.000114
0.001098	0.000795	0.000189
0.001098	0.000795	0.000265
0.001098	0.000795	0.000341
0.001098	0.000795	0.000417
0.001098	0.000795	0.000492
0.001098	0.000871	-0.000492
0.001098	0.000871	-0.000417
0.001098	0.000871	-0.000341
0.001098	0.000871	-0.000265
0.001098	0.000871	-0.000189
0.001098	0.000871	-0.000114
0.001098	0.000871	-0.000038
0.001098	0.000871	0.000038
0.001098	0.000871	0.000114
0.001098	0.000871	0.000189
0.001098	0.000871	0.000265
0.001098	0.000871	0.000341
0.001098	0.000871	0.000417
0.001098	0.000871	0.000492
0.001098	0.000947	-0.000492
0.001098	0.000947	-0.000417
0.001098	0.000947	-0.000341
0.001098	0.000947	-0.000265
0.001098	0.000947	-0.000189
0.001098	0.000947	-0.000114
0.001098	0.000947	-0.000038
0.001098	0.000947	0.000038
0.001098	0.000947	0.000114
0.001098	0.000947	0.000189
0.001098	0.000947	0.000265
0.001098	0.000947	0.000341
0.001098	0.000947	0.000417
0.001098	0.000947	0.000492
0.001098	0.001023	-0.000492
0.001098	0.001023	-0.000417
0.001098	0.001023	-0.000341
0.001098	0.001023	-0.000265
0.001098	0.001023	-0.000189
0.001098	0.001023	-0.000114
0.001098	0.001023	-0.000038
0.001098	0.001023	0.000038
0.001098	0.001023	0.000114
0.001098	0.001023	0.000189
0.001098	0.001023	0.000265
0.001098	0.001023	0.000341
0.001098	0.001023	0.000417
0.001098	0.001023	0.000492
0.001098	0.001098	-0.000492
0.001098	0.001098	-0.000417
0.001098	0.001098	-0.000341
0.001098	0.001098	-0.000265
0.001098	0.001098	-0.000189
0.001098	0.001098	-0.000114
0.001098	0.001098	-0.000038
0.001098	0.001098	0.000038
0.001098	0.001098	0.000114
0.001098	0.001098	0.000189
0.001098	0.001098	0.000265
0.001098	0.001098	0.000341
0.001098	0.001098	0.000417
0.001098	0.001098	0.000492
0.001098	0.001174	-0.000492
0.001098	0.001174	-0.000417
0.001098	0.001174	-0.000341
0.001098	0.001174	-0.000265
0.001098	0.001174	-0.000189
0.001098	0.001174	-0.000114
0.001098	0.001174	-0.000038
0.001098	0.001174	0.000038
0.001098	0.001174	0.000114
0.001098	0.001174	0.000189
0.001098	0.001174	0.000265
0.001098	0.001174	0.000341
0.001098	0.001174	0.000417
0.001098	0.001174	0.000492
0.001098	0.001250	-0.000492
0.001098	0.001250	-0.000417
0.001098	0.001250	-0.000341
0.001098	0.001250	-0.000265
0.001098	0.001250	-0.000189
